747446;foundation_food;Beans, Dry, Great Northern (0% moisture);16;2019-12-16
335422;foundation_food;Beans, Dry, Light Red Kidney (0% moisture);16;2019-04-01
747438;foundation_food;Beans, Dry, Light Red Kidney (0% moisture);16;2019-12-16
335785;foundation_food;Beans, Dry, Light Tan (0% moisture);16;2019-04-01
747435;foundation_food;Beans, Dry, Light Tan (0% moisture);16;2019-12-16
335777;foundation_food;Beans, Dry, Medium Red (0% moisture);16;2019-04-01
747430;foundation_food;Beans, Dry, Medium Red (0% moisture);16;2019-12-16
335419;foundation_food;Beans, Dry, Navy (0% moisture);16;2019-04-01
747441;foundation_food;Beans, Dry, Navy (0% moisture);16;2019-12-16
335306;foundation_food;Beans, Dry, Pink (0% moisture);16;2019-04-01
747439;foundation_food;Beans, Dry, Pink (0% moisture);16;2019-12-16
335695;foundation_food;Beans, Dry, Pinto (0% moisture);16;2019-04-01
747445;foundation_food;Beans, Dry, Pinto (0% moisture);16;2019-12-16
335930;foundation_food;Beans, Dry, Red (0% moisture);16;2019-04-01
747431;foundation_food;Beans, Dry, Red (0% moisture);16;2019-12-16
335774;foundation_food;Beans, Dry, Small Red (0% moisture);16;2019-04-01
747443;foundation_food;Beans, Dry, Small Red (0% moisture);16;2019-12-16
335927;foundation_food;Beans, Dry, Small White (0% moisture);16;2019-04-01
747442;foundation_food;Beans, Dry, Small White (0% moisture);16;2019-12-16
335442;foundation_food;Beans, Dry, Tan (0% moisture);16;2019-04-01
747434;foundation_food;Beans, Dry, Tan (0% moisture);16;2019-12-16
2644294;foundation_food;Beans, great northern, canned, sodium added, drained and rinsed;16;2023-10-19
2644289;foundation_food;Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed;16;2023-10-19
2644290;foundation_food;Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed;16;2023-10-19
2644286;foundation_food;Beans, navy, canned, sodium added, drained and rinsed;16;2023-10-19
2644292;foundation_food;Beans, pinto, canned, sodium added, drained and rinsed;16;2023-10-19
321611;foundation_food;Beans, snap, green, canned, regular pack, drained solids;11;2019-04-01
2346400;foundation_food;Beans, snap, green, raw;11;2022-10-28
2646174;foundation_food;Beef, chuck, roast, boneless, choice, raw;13;2023-10-19
2646175;foundation_food;Beef, flank, steak, boneless, choice, raw;13;2023-10-19
2514744;foundation_food;Beef, ground, 80% lean meat / 20% fat, raw;13;2023-04-20
2514743;foundation_food;Beef, ground, 90% lean meat / 10% fat, raw;13;2023-04-20
334897;foundation_food;"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted";13;2019-04-01
746758;foundation_food;"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted";13;2019-12-16
334849;foundation_food;"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw";13;2019-04-01
746759;foundation_food;"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw";13;2019-12-16
2646172;foundation_food;Beef, ribeye, steak, boneless, choice, raw;13;2023-10-19
334898;foundation_food;"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw";13;2019-04-01
746760;foundation_food;"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw";13;2019-12-16
334963;foundation_food;"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw";13;2019-04-01
746761;foundation_food;"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw";13;2019-12-16
2646173;foundation_food;Beef, round, top round, boneless, choice, raw;13;2023-10-19
335109;foundation_food;"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw";13;2019-04-01
746762;foundation_food;"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw";13;2019-12-16
335061;foundation_food;"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled";13;2019-04-01
746763;foundation_food;"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled";13;2019-12-16
2644293;foundation_food;Blackeye pea, canned, sodium added, drained and rinsed;16;2023-10-19
2644284;foundation_food;Blackeye pea, dry;16;2023-10-19
2263889;foundation_food;Blueberries, raw;9;2022-04-28
2346411;foundation_food;Blueberries, raw;9;2022-10-28
325871;foundation_food;Bread, white, commercially prepared;18;2019-04-01
335240;foundation_food;Bread, whole-wheat, commercially prepared;18;2019-04-01
321900;foundation_food;Broccoli, raw;11;2019-04-01
747447;foundation_food;Broccoli, raw;11;2019-12-16
2512378;foundation_food;Buckwheat, whole grain;20;2023-04-20
790508;foundation_food;Butter, stick, salted;1;2020-04-01
789828;foundation_food;Butter, stick, unsalted;1;2020-04-01
2259792;foundation_food;Buttermilk, low fat;1;2022-04-28
2346407;foundation_food;Cabbage, green, raw;11;2022-10-28
2346408;foundation_food;Cabbage, red, raw;11;2022-10-28
2258587;foundation_food;Carrots, baby, raw;11;2022-04-28
746764;foundation_food;Carrots, frozen, unprepared;11;2019-12-16
326458;foundation_food;Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program);11;2019-04-01
2258586;foundation_food;Carrots, mature, raw;11;2022-04-28
2346405;foundation_food;Celery, raw;11;2022-10-28
323121;foundation_food;chedd;7;2019-04-01
747429;foundation_food;Cheese, American, restaurant;1;2019-12-16
328637;foundation_food;Cheese, cheddar;1;2019-04-01
2647443;foundation_food;Cheese, cotija, solid;1;2023-10-19
328841;foundation_food;Cheese, cottage, lowfat, 2% milkfat;1;2019-04-01
329830;foundation_food;Cheese, dry white, queso seco;1;2019-04-01
746765;foundation_food;Cheese, dry white, queso seco;1;2019-12-16
2259796;foundation_food;Cheese, feta, whole milk, crumbled;1;2022-04-28
2647438;foundation_food;Cheese, monterey jack, solid;1;2023-10-19
329370;foundation_food;Cheese, mozzarella, low moisture, part-skim;1;2019-04-01
2647441;foundation_food;Cheese, oaxaca, solid;1;2023-10-19
325036;foundation_food;Cheese, parmesan, grated;1;2019-04-01
2259795;foundation_food;Cheese, parmesan, grated, refrigerated;1;2022-04-28
2647439;foundation_food;Cheese, pasteurized process cheese food or product, American, singles;1;2023-10-19
325198;foundation_food;Cheese, pasteurized process, American, vitamin D fortified;1;2019-04-01
2647440;foundation_food;Cheese, provolone, sliced;1;2023-10-19
2647442;foundation_food;Cheese, queso fresco, solid;1;2023-10-19
323444;foundation_food;Cheese, ricotta, whole milk;1;2019-04-01
746766;foundation_food;Cheese, ricotta, whole milk;1;2019-12-16
326135;foundation_food;Cheese, swiss;1;2019-04-01
746767;foundation_food;Cheese, swiss;1;2019-12-16
2346399;foundation_food;Cherries, sweet, dark red, raw;9;2022-10-28
2646170;foundation_food;Chicken, breast, boneless, skinless, raw;5;2023-10-19
331960;foundation_food;Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised;5;2019-04-01
331897;foundation_food;Chicken, broilers or fryers, drumstick, meat only, cooked, braised;5;2019-04-01
2514746;foundation_food;Chicken, ground, with additives, raw;5;2023-04-20
2646171;foundation_food;Chicken, thigh, boneless, skinless, raw;5;2023-10-19
2644288;foundation_food;Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed;16;2023-10-19
2644282;foundation_food;Chickpeas, (garbanzo beans, bengal gram), dry;16;2023-10-19
333008;foundation_food;Cookies, oatmeal, soft, with raisins;18;2019-04-01
2346384;foundation_food;Cottage cheese, full fat, large or small curd;1;2022-10-28
2003594;foundation_food;Cranberry juice, not fortified, from concentrate, shelf stable;9;2021-10-28
2346385;foundation_food;Cream cheese, full fat, block;1;2022-10-28
2346386;foundation_food;Cream, heavy;1;2022-10-28
2346387;foundation_food;Cream, sour, full fat;1;2022-10-28
2346406;foundation_food;Cucumber, with peel, raw;11;2022-10-28
323793;foundation_food;Egg, white, dried;1;2019-04-01
323697;foundation_food;Egg, white, raw, frozen, pasteurized;1;2019-04-01
329490;foundation_food;Egg, whole, dried;1;2019-04-01
323604;foundation_food;Egg, whole, raw, frozen, pasteurized;1;2019-04-01
329716;foundation_food;Egg, yolk, dried;1;2019-04-01
329596;foundation_food;Egg, yolk, raw, frozen, pasteurized;1;2019-04-01
747997;foundation_food;Eggs, Grade A, Large, egg white;1;2019-12-16
748967;foundation_food;Eggs, Grade A, Large, egg whole;1;2019-12-16
748236;foundation_food;Eggs, Grade A, Large, egg yolk;1;2019-12-16
326905;foundation_food;Figs, dried, uncooked;9;2019-04-01
746768;foundation_food;Figs, dried, uncooked;9;2019-12-16
333374;foundation_food;Fish, haddock, raw;15;2019-04-01
333476;foundation_food;Fish, pollock, raw;15;2019-04-01
334194;foundation_food;Fish, tuna, light, canned in water, drained solids;15;2019-04-01
2262075;foundation_food;Flaxseed, ground;12;2022-04-28
2003586;foundation_food;Flour, 00;20;2021-10-28
2261420;foundation_food;Flour, almond;12;2022-04-28
2512371;foundation_food;Flour, amaranth;20;2023-04-20
2512376;foundation_food;Flour, barley;20;2023-04-20
790146;foundation_food;Flour, bread, white, enriched, unbleached;20;2020-04-01
2512374;foundation_food;Flour, buckwheat;20;2023-04-20
2512377;foundation_food;Flour, cassava;11;2023-04-20
2515377;foundation_food;Flour, chestnut;12;2023-04-20
2515382;foundation_food;Flour, coconut;12;2023-04-20
790276;foundation_food;Flour, corn, yellow, fine meal, enriched;20;2020-04-01
2261421;foundation_food;Flour, oat, whole grain;20;2022-04-28
1104913;foundation_food;Flour, pastry, unenriched, unbleached;20;2020-10-30
2261422;foundation_food;Flour, potato;11;2022-04-28
2512372;foundation_food;Flour, quinoa;20;2023-04-20
1104812;foundation_food;Flour, rice, brown;20;2020-10-30
1104867;foundation_food;Flour, rice, glutinous;20;2020-10-30
790214;foundation_food;Flour, rice, white, unenriched;20;2020-04-01
2512375;foundation_food;Flour, rye;20;2023-04-20
2003588;foundation_food;Flour, semolina, coarse and semi-coarse;20;2021-10-28
2003589;foundation_food;Flour, semolina, fine;20;2021-10-28
2512373;foundation_food;Flour, sorghum;20;2023-04-20
1104705;foundation_food;Flour, soy, defatted;16;2020-10-30
1104766;foundation_food;Flour, soy, full-fat;16;2020-10-30
2003587;foundation_food;Flour, spelt, whole grain;20;2021-10-28
789890;foundation_food;Flour, wheat, all-purpose, enriched, bleached;20;2020-04-01
789951;foundation_food;Flour, wheat, all-purpose, enriched, unbleached;20;2020-04-01
790018;foundation_food;Flour, wheat, all-purpose, unenriched, unbleached;20;2020-04-01
790085;foundation_food;Flour, whole wheat, unenriched;20;2020-04-01
1104647;foundation_food;Garlic, raw;11;2020-10-30
2003592;foundation_food;Grape juice, purple, with added vitamin C, from concentrate, shelf stable;9;2021-10-28
2003593;foundation_food;Grape juice, white, with added vitamin C, from concentrate, shelf stable;9;2021-10-28
2003595;foundation_food;Grapefruit juice, red, not fortified, not from concentrate, refrigerated;9;2021-10-28
325287;foundation_food;Grapefruit juice, white, canned or bottled, unsweetened;9;2019-04-01
2263891;foundation_food;Grapes, green, seedless, raw;9;2022-04-28
2346413;foundation_food;Grapes, green, seedless, raw;9;2022-10-28
2263890;foundation_food;Grapes, red, seedless, raw;9;2022-04-28
2346412;foundation_food;Grapes, red, seedless, raw;9;2022-10-28
332397;foundation_food;Ham, sliced, pre-packaged, deli meat (96%fat free, water added);7;2019-04-01
746952;foundation_food;Ham, sliced, restaurant;10;2019-12-16
321358;foundation_food;Hummus, commercial;16;2019-04-01
326196;foundation_food;Kale, frozen, cooked, boiled, drained, without salt;11;2019-04-01
323505;foundation_food;Kale, raw;11;2019-04-01
747693;foundation_food;Ketchup, restaurant;11;2019-12-16
327046;foundation_food;Kiwifruit, green, raw;9;2019-04-01
2644283;foundation_food;Lentils, dry;16;2023-10-19
327923;foundation_food;Lettuce, cos or romaine, raw;11;2019-04-01
746769;foundation_food;Lettuce, cos or romaine, raw;11;2019-12-16
2346388;foundation_food;Lettuce, iceberg, raw;11;2022-10-28
2346391;foundation_food;Lettuce, leaf, green, raw;11;2022-10-28
2346390;foundation_food;Lettuce, leaf, red, raw;11;2022-10-28
2346389;foundation_food;Lettuce, romaine, green, raw;11;2022-10-28
327198;foundation_food;Melons, cantaloupe, raw;9;2019-04-01
746770;foundation_food;Melons, cantaloupe, raw;9;2019-12-16
322228;foundation_food;Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D;1;2019-04-01
746772;foundation_food;Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D;1;2019-12-16
322559;foundation_food;Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim);1;2019-04-01
746776;foundation_food;Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim);1;2019-12-16
321359;foundation_food;Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D;1;2019-04-01
746778;foundation_food;Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D;1;2019-12-16
322892;foundation_food;Milk, whole, 3.25% milkfat, with added vitamin D;1;2019-04-01
746782;foundation_food;Milk, whole, 3.25% milkfat, with added vitamin D;1;2019-12-16
2512379;foundation_food;Millet, whole grain;20;2023-04-20
2003603;foundation_food;Mushroom, beech;11;2021-10-28
2003601;foundation_food;Mushroom, crimini;11;2021-10-28
2003600;foundation_food;Mushroom, enoki;11;2021-10-28
2003599;foundation_food;Mushroom, king oyster;11;2021-10-28
1750344;foundation_food;Mushroom, lion's mane;11;2021-04-28
1999626;foundation_food;Mushroom, lion's mane;11;2021-10-28
2003602;foundation_food;Mushroom, maitake;11;2021-10-28
1750345;foundation_food;Mushroom, oyster;11;2021-04-28
1999627;foundation_food;Mushroom, oyster;11;2021-10-28
2003604;foundation_food;Mushroom, pioppini;11;2021-10-28
2003598;foundation_food;Mushroom, portabella;11;2021-10-28
1750346;foundation_food;Mushrooms, shiitake;11;2021-04-28
1999628;foundation_food;Mushrooms, shiitake;11;2021-10-28
1750347;foundation_food;Mushrooms, white button;11;2021-04-28
1999629;foundation_food;Mushrooms, white button;11;2021-10-28
326698;foundation_food;Mustard, prepared, yellow;2;2019-04-01
327357;foundation_food;Nectarines, raw;9;2019-04-01
323294;foundation_food;Nuts, almonds, dry roasted, with salt added;12;2019-04-01
2346393;foundation_food;Nuts, almonds, whole, raw;12;2022-10-28
2515373;foundation_food;Nuts, brazilnuts, raw;12;2023-04-20
2515374;foundation_food;Nuts, cashew nuts, raw;12;2023-04-20
2515375;foundation_food;Nuts, hazelnuts or filberts, raw;12;2023-04-20
2515378;foundation_food;Nuts, macadamia nuts, raw;12;2023-04-20
2346395;foundation_food;Nuts, pecans, halves, raw;12;2022-10-28
2346392;foundation_food;Nuts, pine nuts, raw;12;2022-10-28
2515379;foundation_food;Nuts, pistachio nuts, raw;12;2023-04-20
2346394;foundation_food;Nuts, walnuts, English, halves, raw;12;2022-10-28
2257046;foundation_food;Oat milk, unsweetened, plain, refrigerated;14;2022-04-28
2346396;foundation_food;Oats, whole grain, rolled, old fashioned;20;2022-10-28
2346397;foundation_food;Oats, whole grain, steel cut;20;2022-10-28
748278;foundation_food;Oil, canola;4;2019-12-16
330458;foundation_food;Oil, coconut;4;2019-04-01
748323;foundation_food;Oil, corn;4;2019-12-16
1750351;foundation_food;Oil, olive, extra light;4;2021-04-28
748608;foundation_food;Oil, olive, extra virgin;4;2019-12-16
1750348;foundation_food;Oil, peanut;4;2021-04-28
1750350;foundation_food;Oil, safflower;4;2021-04-28
748366;foundation_food;Oil, soybean;4;2019-12-16
1750349;foundation_food;Oil, sunflower;4;2021-04-28
332791;foundation_food;Olives, green, Manzanilla, stuffed with pimiento;9;2019-04-01
324317;foundation_food;Onion rings, breaded, par fried, frozen, prepared, heated in oven;11;2019-04-01
790577;foundation_food;Onions, red, raw;11;2020-04-01
1104962;foundation_food;Onions, white, raw;11;2020-10-30
790646;foundation_food;Onions, yellow, raw;11;2020-04-01
2003591;foundation_food;Orange juice, no pulp, not fortified, from concentrate, refrigerated;9;2021-10-28
2003597;foundation_food;Orange juice, no pulp, not fortified, not from concentrate, refrigerated;9;2021-10-28
746771;foundation_food;Oranges, raw, navels;9;2019-12-16
327501;foundation_food;Oranges, raw, navels (Includes foods for USDA's Food Distribution Program);9;2019-04-01
325430;foundation_food;Peaches, yellow, raw;9;2019-04-01
2262072;foundation_food;Peanut butter, creamy;16;2022-04-28
324860;foundation_food;Peanut butter, smooth style, with salt;16;2019-04-01
2515376;foundation_food;Peanuts, raw;16;2023-04-20
746773;foundation_food;Pears, raw, bartlett;9;2019-12-16
332597;foundation_food;Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program);9;2019-04-01
2644291;foundation_food;Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed;11;2023-10-19
2258588;foundation_food;Peppers, bell, green, raw;11;2022-04-28
2258591;foundation_food;Peppers, bell, orange, raw;11;2022-04-28
2258590;foundation_food;Peppers, bell, red, raw;11;2022-04-28
2258589;foundation_food;Peppers, bell, yellow, raw;11;2022-04-28
324653;foundation_food;Pickles, cucumber, dill or kosher dill;11;2019-04-01
2346398;foundation_food;Pineapple, raw;9;2022-10-28
749420;foundation_food;Pork, cured, bacon, cooked, restaurant;10;2019-12-16
2514745;foundation_food;Pork, ground, raw;10;2023-04-20
2646168;foundation_food;Pork, loin, boneless, raw;10;2023-10-19
2646169;foundation_food;Pork, loin, tenderloin, boneless, raw;10;2023-10-19
2346403;foundation_food;Potatoes, gold, without skin, raw;11;2022-10-28
2346402;foundation_food;Potatoes, red, without skin, raw;11;2022-10-28
2346401;foundation_food;Potatoes, russet, without skin, raw;11;2022-10-28
2263888;foundation_food;Raspberries, raw;9;2022-04-28
2346410;foundation_food;Raspberries, raw;9;2022-10-28
334536;foundation_food;Restaurant, Chinese, fried rice, without meat;25;2019-04-01
334462;foundation_food;Restaurant, Chinese, sweet and sour pork;25;2019-04-01
746774;foundation_food;Restaurant, Chinese, sweet and sour pork;25;2019-12-16
334720;foundation_food;Restaurant, Latino, pupusas con frijoles (pupusas, bean);25;2019-04-01
334628;foundation_food;Restaurant, Latino, tamale, pork;25;2019-04-01
2512380;foundation_food;Rice, brown, long grain, unenriched, raw;20;2023-04-20
2512381;foundation_food;Rice, white, long grain, unenriched, raw;20;2023-04-20
321505;foundation_food;Salt, table, iodized;2;2019-04-01
746775;foundation_food;Salt, table, iodized;2;2019-12-16
332282;foundation_food;Sauce, pasta, spaghetti/marinara, ready-to-serve;6;2019-04-01
324038;foundation_food;Sauce, salsa, ready-to-serve;6;2019-04-01
746777;foundation_food;Sauce, salsa, ready-to-serve;6;2019-12-16
324157;foundation_food;Sausage, breakfast sausage, beef, pre-cooked, unprepared;7;2019-04-01
746779;foundation_food;Sausage, breakfast sausage, beef, pre-cooked, unprepared;7;2019-12-16
325658;foundation_food;Sausage, Italian, pork, mild, cooked, pan-fried;7;2019-04-01
746780;foundation_food;Sausage, Italian, pork, mild, cooked, pan-fried;7;2019-12-16
332864;foundation_food;Sausage, pork, chorizo, link or ground, cooked, pan-fried;7;2019-04-01
746781;foundation_food;Sausage, pork, chorizo, link or ground, cooked, pan-fried;7;2019-12-16
325992;foundation_food;Sausage, turkey, breakfast links, mild, raw;7;2019-04-01
746783;foundation_food;Sausage, turkey, breakfast links, mild, raw;7;2019-12-16
2515380;foundation_food;Seeds, pumpkin seeds (pepitas), raw;12;2023-04-20
325524;foundation_food;Seeds, sunflower seed kernels, dry roasted, with salt added;12;2019-04-01
2515381;foundation_food;Seeds, sunflower seed, kernel, raw;12;2023-04-20
2262073;foundation_food;Sesame butter, creamy;12;2022-04-28
2257044;foundation_food;Soy milk, sweetened, plain, refrigerated;16;2022-04-28
1750337;foundation_food;Soy milk, unsweetened, plain, shelf stable;16;2021-04-28
1999630;foundation_food;Soy milk, unsweetened, plain, shelf stable;16;2021-10-28
1750352;foundation_food;Spinach, baby;11;2021-04-28
1999632;foundation_food;Spinach, baby;11;2021-10-28
1750353;foundation_food;Spinach, mature;11;2021-04-28
1999633;foundation_food;Spinach, mature;11;2021-10-28
327699;foundation_food;Strawberries, raw;9;2019-04-01
747448;foundation_food;Strawberries, raw;9;2019-12-16
2263887;foundation_food;Strawberries, raw;9;2022-04-28
2346409;foundation_food;Strawberries, raw;9;2022-10-28
334247;foundation_food;Sugars, granulated;19;2019-04-01
746784;foundation_food;Sugars, granulated;19;2019-12-16
2346404;foundation_food;Sweet potatoes, orange flesh, without skin, raw;11;2022-10-28
2003596;foundation_food;Tomato juice, with added ingredients, from concentrate, shelf stable;11;2021-10-28
1750354;foundation_food;Tomato, roma;11;2021-04-28
1999634;foundation_food;Tomato, roma;11;2021-10-28
333281;foundation_food;Tomatoes, canned, red, ripe, diced;11;2019-04-01
321360;foundation_food;Tomatoes, grape, raw;11;2019-04-01
330869;foundation_food;Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles;5;2019-04-01
746785;foundation_food;Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles;5;2019-12-16
2514747;foundation_food;Turkey, ground, 93% lean/ 7% fat, raw;5;2023-04-20
330137;foundation_food;Yogurt, Greek, plain, nonfat;1;2019-04-01
2259794;foundation_food;Yogurt, Greek, plain, whole milk;1;2022-04-28
330415;foundation_food;Yogurt, Greek, strawberry, nonfat;1;2019-04-01
2647437;foundation_food;Yogurt, plain, nonfat;1;2023-10-19
2259793;foundation_food;Yogurt, plain, whole milk;1;2022-04-28
